adult;original_title;overview;popularity;release_date;vote_average;vote_count
False;老狐狸;;10.5;2023-11-24;7.5;2
False;4 Kings II;;9.057;2023-11-30;8.0;1
False;Cyberbunker: Darknet in Deutschland;Este documental cuenta cómo unos piratas informáticos alimentaron el lado más oscuro de Internet desde un búnker de la Guerra Fría situado en un pueblo turístico alemán.;10.431;2023-11-08;6.536;14
False;Rien à perdre;;10.412;2023-11-21;6.921;19
False;Le Pharaon, le Sauvage et la Princesse;;9.63;2022-10-19;6.2;24
False;白日之下;;10.346;2023-11-02;8.0;1
False;கான்ஜூரிங் கண்ணப்பன்;;8.783;2023-12-08;0.0;0
False;สาวลับใช้;En una mansión encantada, una nueva doncella con una venganza descubre los secretos de sus empleadores y se encuentra con habitantes sobrenaturales. Una mansión espeluznante. Una presencia sigilosa. Una venganza oculta. Los propietarios tienen secretos, pero ella también.;7.576;2020-07-13;5.9;32
False;Body Odyssey;;4.397;2023-11-15;0.0;0
False;Ölümlü Dünya 2;;8.396;2023-12-01;7.75;4
False;Smosh: Anthony is Dead: The Funeral Roast;;10.256;2023-12-08;0.0;0
False;تشيللو;;7.113;2023-09-14;7.0;2
False;查無此心;;6.91;2023-09-08;6.0;4
False;不日成婚2;;10.202;2023-10-01;0.0;0
False;Falling Into Place;;8.804;2023-12-07;0.0;0
False;Dear David;La vida de una alumna ejemplar da un vuelco cuando alguien filtra su blog de fantasías eróticas protagonizadas por el chico que le gusta y todo su instituto se entera.;10.17;2023-11-09;0.0;0
False;Voyage au Pôle Sud;;8.718;2023-12-20;0.0;0
False;Christmas with a Kiss;;9.385;2023-12-03;6.2;5
False;Malam Para Jahanam;;7.07;2023-12-07;2.0;1
False;KUEBIPUTO;;7.473;2023-12-12;0.0;0
False;23 - Der mysteriöse Tod eines Hackers;;7.84;2023-12-07;7.5;2
False;怪物の木こり;Akira Ninomiya es un abogado implacable que no duda en eliminar a cualquiera que se interponga en su camino. Una noche es atacado brutalmente por un desconocido que lleva una máscara de monstruo. Ninomiya sobrevive al asalto, pero al mismo tiempo se obsesiona con encontrar al atacante para vengarse.;6.547;2023-12-01;0.0;0
False;Le Temps d’aimer;;9.978;2023-11-29;7.048;21
False;New Years Dance 3;;5.469;2023-12-12;0.0;0
False;ఎక్స్‌ట్రా ఆర్డినరీ మ్యాన్;;7.888;2023-12-07;8.0;1
False;Simple comme Sylvain;La cómoda vida de Sophia da un vuelco el día que conoce a Sylvain. Ella lo deja todo para vivir esta ardiente pasión, diciéndose que tal vez sea la última de su vida. Pero son muy diferentes. Sophia proviene de una rica formación intelectual en Montreal, mientras que la familia de Sylvain es de clase trabajadora. Sophia se cuestiona sus propios valores y aspiraciones después de haberse abandonado a sus impulsos románticos.;7.885;2023-09-22;7.713;47
False;For evigt;;7.883;2023-12-20;0.0;0
False;La stranezza;Durante un viaje a Sicilia en 1920, Luigi Pirandello conoce a Onofrio Principato y Sebastiano Vella, dos actores que ensayan un nuevo espectáculo con los actores de su dramaturgia amateur. Este encuentro trae grandes sorpresas.;7.861;2022-10-27;6.914;278
False;23 - Der mysteriöse Tod eines Hackers;;7.84;2023-12-07;7.5;2
False;Christmas Time Capsule;;7.815;2023-11-12;6.8;4
False;Tips and Tricks;;7.811;2023-12-12;0.0;0
False;Japino;;7.792;2023-11-10;0.0;0
False;As We Know It;;7.743;2023-11-24;0.0;0
False;നീലമുടി;;7.735;2023-12-11;0.0;0
False;Holiday in the Vineyards;;7.732;2023-12-13;6.5;3
False;Cento domeniche;;7.725;2023-11-23;6.563;16
False;龍門客棧;Cuando los hijos de un general ejecutado son perseguidos en la China de 1457, intervienen algunos heroicos espadachines de artes marciales.;7.71;1967-10-21;7.168;110
False;ஆளவந்தான்;;7.7;2001-11-14;7.1;15
False;A Perfect Christmas Carol;;7.697;2023-12-06;0.0;0
False;Panggonan Wingit;;7.666;2023-11-30;6.0;1
False;Mystery on Mistletoe Lane;;7.662;2023-11-09;7.875;8
False;Lee;La historia de la fotógrafa Elizabeth 'Lee' Miller, una modelo que se convirtió en una aclamada corresponsal de guerra de la revista Vogue durante la Segunda Guerra Mundial.;7.656;2023-12-06;8.0;1
False;চালচিত্র এখন;;7.655;2023-12-10;0.0;0
False;ശേഷം മൈക്കിൽ ഫാത്തിമ;;7.64;2023-11-17;0.0;0
False;만분의 일초;;4.38;2023-11-15;5.0;2
False;Sincerely Truly Christmas;;6.156;2023-12-03;0.0;0
False;Pour ton mariage;;8.434;2023-12-20;0.0;0
False;Luz, Câmera, Paixão!;;6.4;2023-12-12;0.0;0
False;The Perfect In-Laws;;4.175;2023-11-30;7.0;1
False;The Piper;Una joven compositora se encuentra frente a la oportunidad de su vida cuando recibe el encargo de terminar el concierto final de su difunto mentor, que quedó incompleto tras su muerte. Sin embargo, pronto descubrirá que tocar esas notas tiene repercusiones mortales, lo que la llevará a desenmascarar los orígenes perturbadores de la melodía y la malvada fuerza que ésta despierta.;9.22;2023-06-22;6.0;1
False;Tender is the Memory;;5.139;2023-12-12;0.0;0
False;Dos Caras a la Luz de la Luna;Bernardo esta muy preocupado al no recibir noticias de Nadia en los últimos días por lo que tras un inconveniente decide Investigar lo que pasa al respecto sin saber con la oscura verdad oculta;8.131;2023-12-20;0.0;0
False;Deus e o Diabo na Terra do Sol;"Dios y el diablo en la tierra del sol (Deus e o diabo na terra do Sol), el segundo largometraje de Rocha, pertenece a este movimiento renovador del cine brasilero que influirá por años en otros autores latinoamericanos. Inspirado en la ""Estética de la violencia"", apela al signo que, según Rocha, caracteriza a su pueblo, el hambre, que a la vez es su originalidad, pues el hambre convoca a una violencia transformadora que se convierte en  acto revolucionario, donde el colonizador llega a tomar conciencia de la existencia del colonizado.";6.233;1964-03-13;7.1;125
False;Panggonan Wingit;;7.666;2023-11-30;6.0;1
False;Royally Yours, This Christmas;;7.532;2023-12-03;7.2;5
False;American Snoozer;;5.129;2023-12-12;0.0;0
False;നീലമുടി;;7.735;2023-12-11;0.0;0
False;Femme;Sigue a Jules, quien es blanco de un horrible ataque homófobo, que destruye su vida y su carrera. Algún tiempo después de ese evento se encuentra con Preston, uno de sus atacantes, en una sauna gay, él quiere venganza.;9.108;2023-12-01;7.0;1
False;você sabe onde me encontrar;;5.377;2023-12-12;0.0;0
False;The Disappearance of Shere Hite;;7.123;2023-11-17;0.0;0
False;그림자고백;;6.447;2023-11-24;9.0;1
False;Mishap Station;;6.08;2023-12-13;0.0;0
False;The S.A.S;;8.645;2023-12-20;0.0;0
False;20 днів у Маріуполі;;4.569;2023-07-14;8.594;16
False;Les Folies fermières;David, un joven campesino de Cantal, acaba de tener una idea: para salvar su finca de la quiebra, va a montar un cabaret en ella. El espectáculo será en el escenario y también en el plato, con buenos productos locales. David está seguro de que solo puede funcionar. Sus familiares, su madre y especialmente su abuelo, son más escépticos.;5.633;2022-05-11;5.9;38
False;One Night Only;;5.156;2023-12-09;0.0;0
False;Canfas Dyffryn;;5.108;2023-12-12;0.0;0
False;龍門客棧;Cuando los hijos de un general ejecutado son perseguidos en la China de 1457, intervienen algunos heroicos espadachines de artes marciales.;7.71;1967-10-21;7.168;110
False;Cuánto me queda;Una pareja de médicos con una vida estable descubre la corta esperanza de vida de uno de ellos. A partir de ese momento, intentarán aprovechar el tiempo perdido, organizar el futuro del que sobrevivirá al otro y los protagonistas mostrarán sus filias y fobias sin tapujos.;8.94;2023-12-20;0.0;0
False;For evigt;;7.883;2023-12-20;0.0;0
False;The Burning Season;;7.107;2023-11-30;0.0;0
False;Sijjin;;7.276;2023-11-09;4.5;2
False;Doctor Who Children in Need Special 2023;;8.089;2023-11-17;7.0;8
False;Death on the Border;;8.261;2023-11-03;6.6;4
False;冷静と情熱のあいだ;;7.405;2001-11-10;6.5;7
False;Zielona granica;En los bosques traicioneros y pantanosos que conforman la llamada “frontera verde” entre Bielorrusia y Polonia, los refugiados de Medio Oriente y África que intentan llegar a la Unión Europea están atrapados en una crisis geopolítica cínicamente diseñada por el dictador bielorruso Alexander Lukashenko. En un intento de provocar a Europa, los refugiados son atraídos a la frontera mediante propaganda que promete un paso fácil a la UE. Peones en esta guerra oculta, las vidas de Julia, una activista recién reclutada que ha renunciado a su confortable vida, Jan, un joven guardia fronterizo, y una familia siria, se entrelazan.;7.38;2023-09-22;7.2;17
False;The Fart Master;;4.84;2023-12-12;0.0;0
False;Nice You Meet Me;;8.73;2023-12-09;0.0;0
False;Sydney Castells: Spirit of Catalunya;;8.074;2023-12-20;0.0;0
False;A Small Town Christmas;;8.718;2023-12-11;0.0;0
False;Revealed: Ben Roberts-Smith Truth On Trial;;8.223;2023-12-10;0.0;0
False;Clown Motel;;5.386;2023-12-07;0.0;0
False;We'll Always Have --BLEEP--;;5.825;2023-12-12;0.0;0
False;The Perfect Christmas;;5.852;2023-12-08;0.0;0
False;熊出没·狂野大陆;Un nuevo parque de atracciones permite a sus visitantes transformarse en animales.;8.059;2021-02-12;4.9;4
False;The Dirty South;;8.548;2023-11-10;0.0;0
False;Stavros Halkias: Fat Rascal;;7.076;2023-12-05;8.0;1
False;Matt Rife: Natural Selection;;8.255;2023-11-15;6.156;16
False;Menus Plaisirs – Les Troisgros;;6.446;2023-11-22;0.0;0
False;The Inseparables;Un títere de Don Quijote fugitivo con una imaginación ilimitada, y DJ Doggy Dog, un peluche abandonado que necesita un amigo, cruzarán sus caminos en Central Park y se unirán contra viento y marea para una épica aventura de amistad en la ciudad de Nueva York.;8.151;2023-09-01;6.0;2
False;Tips and Tricks;;7.811;2023-12-12;0.0;0
False;Night of the Missing;;8.469;2023-11-30;5.4;5
False;攻殻機動隊 SAC_2045 最後の人間;;5.975;2023-11-23;0.0;0
False;Conann;;8.455;2023-11-29;6.8;4
False;The Story Of Our Time: The Making Of Oppenheimer;;5.978;2023-11-13;0.0;0
False;A World Record Christmas;;8.347;2023-11-09;7.333;6
False;Christmas Island;;8.182;2023-11-11;8.0;8
False;La Hembrita;;8.366;2023-11-16;6.0;3
False;Little Girl Blue;;7.987;2023-11-01;6.5;14
False;1984;En una sociedad totalitaria de vigilancia constante y propaganda, un matemático descubre un grupo de resistencia que desafía el control del régimen. A medida que se adentra en los secretos del movimiento clandestino, debe enfrentar las consecuencias devastadoras de la rebelión.;8.292;2023-11-15;10.0;3
False;Gala Porras-Kim, the Living Collection;;5.286;2023-12-12;0.0;0
False;Killing Time;;5.286;2023-12-12;0.0;0
False;Le paradis;Joe, de 17 años, está a punto de salir de un centro cerrado para delincuentes juveniles. Si su juez aprueba su liberación, vivirá de forma independiente. Pero la llegada de un nuevo joven, William, pondrá en duda su deseo de libertad.;5.411;2023-05-03;7.6;23
False;Santa, Maybe;;8.252;2023-11-18;8.2;3
False;Staged;;7.073;2023-12-13;0.0;0
False;The Presence of Snowgood;;7.071;2023-12-09;0.0;0
False;Malam Para Jahanam;;7.07;2023-12-07;2.0;1
False;Jippie No More!;;7.024;2023-12-13;0.0;0
False;Savvusanna sõsarad;;7.014;2023-03-21;8.389;8
False;The Belgian Wave;;7.012;2023-12-13;0.0;0
False;شماريخ;;7.008;2023-12-07;0.0;0
False;El favor;Los Gallardo son una familia rica y respetada que veranea en una preciosa masía cuidada hasta el más mínimo detalle por Amparito, la queridísima Tata, que, para los tres hijos de la familia, Teresa, Benja y Aura, ha sido como una segunda madre. Cuando reciben la triste noticia de su muerte, los tres hermanos viajan al pueblo para darle el último adiós y reencontrarse con Tomás, único hijo de la difunta. Lo que no esperaban es que la última voluntad de Amparito fuese ser enterrada en el panteón familiar. Los Gallardo lo tienen claro: ¡ni de broma! Tras negarse a cumplir este favor, reciben el legado de Amparito: unas cartas en las que la familia no encontrará una amable despedida, sino una venganza en forma de trapos sucios y verdades hirientes que harán que todo salte por los aires. ¡La madre que parió a la Tata!;6.994;2023-11-10;6.2;2
False;J’aime la vie;;6.976;2023-12-13;0.0;0
False;Lord of Misrule;;6.937;2023-10-26;5.0;1
False;查無此心;;6.91;2023-09-08;6.0;4
False;Yoshiki: Under the Sky;;6.86;2023-09-08;0.0;0
False;Falcatus;;6.829;2023-12-13;0.0;0
False;뽀로로 극장판 슈퍼스타 대모험;;6.825;2023-12-08;0.0;0
False;비밀;;6.816;2023-12-13;0.0;0
False;À jamais les premiers;;6.809;2023-12-13;0.0;0
False;CBeebies Panto: Robin Hood;;6.797;2023-12-01;0.0;0
False;L'Abbé Pierre - Une vie de combats;Cuenta la historia de Henri Grouès. Nacido y criado como católico, está decidido a convertirse en sacerdote. Sin embargo, al comenzar la Segunda Guerra Mundial, se une a la Resistencia. Perdiendo a un amigo en el campo de batalla y enfrentando los horrores de la guerra pero con la belleza y la fuerza de la hermandad, Henri emerge como un hombre nuevo: Abbé Pierre, que luchará por las personas sin hogar y dará voz a aquellos que no tienen durante el resto de sus días.;6.794;2023-11-08;6.613;31
False;Zeevonk;;6.793;2023-03-29;7.0;1
False;Maria Bamford: Local Act;;6.791;2023-12-12;0.0;0
False;死刑にいたる病;"Masaya Kakei vive agónicamente una vida universitaria que está lejos de ser ideal. Un día recibe una carta de Yamato Haimura, un vicioso criminal que ha asesinado a muchos jóvenes y ha sido condenado a muerte en nueve de sus casos. ""Quiero que pruebes que hay otros culpables en un caso"". Masaya comienza a investigar por su cuenta la verdad del incidente.";6.093;2022-05-06;7.4;7
False;From the Terrace;;5.248;2023-12-12;0.0;0
False;Nähtamatu võitlus;;7.895;2023-12-08;0.0;0
False;Simple comme Sylvain;La cómoda vida de Sophia da un vuelco el día que conoce a Sylvain. Ella lo deja todo para vivir esta ardiente pasión, diciéndose que tal vez sea la última de su vida. Pero son muy diferentes. Sophia proviene de una rica formación intelectual en Montreal, mientras que la familia de Sylvain es de clase trabajadora. Sophia se cuestiona sus propios valores y aspiraciones después de haberse abandonado a sus impulsos románticos.;7.885;2023-09-22;7.713;47
False;女鬼橋2：怨鬼樓;;6.176;2023-10-13;7.0;1
False;ആനന്ദ് മോണാലിസ മരണവും കാത്ത്;;5.099;2023-12-11;0.0;0
False;首;;5.501;2023-11-23;6.667;3
False;Lee;La historia de la fotógrafa Elizabeth 'Lee' Miller, una modelo que se convirtió en una aclamada corresponsal de guerra de la revista Vogue durante la Segunda Guerra Mundial.;7.656;2023-12-06;8.0;1
False;Christmas Time Capsule;;7.815;2023-11-12;6.8;4
False;Japino;;7.792;2023-11-10;0.0;0
False;Sisi & Ich;;3.925;2023-03-30;7.1;9
False;Warm Christmas Ambience for Sleep;;4.872;2023-12-10;0.0;0
False;Holiday in the Vineyards;;7.732;2023-12-13;6.5;3
False;Cento domeniche;;7.725;2023-11-23;6.563;16
False;Bernadette;;5.912;2023-10-04;6.8;44
False;White Widow;;7.361;2023-11-20;5.0;2
False;Mystery on Mistletoe Lane;;7.662;2023-11-09;7.875;8
False;চালচিত্র এখন;;7.655;2023-12-10;0.0;0
False;涉过愤怒的海;;5.762;2023-11-25;7.0;10
False;ശേഷം മൈക്കിൽ ഫാത്തിമ;;7.64;2023-11-17;0.0;0
False;Gaza;;4.778;2023-12-07;0.0;0
False;撼山河 撼向世界;;5.721;2023-11-17;0.0;0
False;年少日記;;7.602;2023-11-16;9.0;1
False;明日之子;;6.608;2023-12-10;0.0;0
False;Budak Flat;;3.251;2023-11-16;0.0;0
False;Mais Um Dia, Zona Norte;;4.566;2023-12-11;0.0;0
False;Vincent doit mourir;;5.466;2023-11-15;7.0;18
False;अपूर्वा;;6.29;2023-11-15;5.5;4
False;TikTok: In the Mix;;7.531;2023-12-10;6.0;1
False;roadtripating (yeah man);;5.455;2023-12-12;0.0;0
False;Corner Stall;;7.531;2023-12-17;0.0;0
False;Daniel;;7.531;2023-12-20;0.0;0
False;Playland: A Dream-O-Vision Experience;;7.531;2023-12-14;0.0;0
False;Prisionera;;7.531;2023-12-14;0.0;0
False;Silver Line;;5.485;2023-12-12;10.0;1
False;La Fève;;7.531;2023-12-20;0.0;0
False;CAMP FLOG GNAW;;7.531;2023-12-13;0.0;0
False;Sex Game;;6.091;2023-12-11;10.0;1
False;怒火追击;;6.599;2023-12-10;0.0;0
False;Soleil puissant soleil;;7.531;2023-12-19;0.0;0
False;Fair winds and following seas;;7.531;2023-12-19;0.0;0
False;Paris Tour;;7.531;2023-12-19;0.0;0
False;Showtime!;;7.531;2023-12-17;0.0;0
False;16 One;;3.227;2023-11-10;0.0;0
False;Dear Gerald;;4.587;2023-11-10;0.0;0
False;A GRAMMY Salute To 50 Years Of Hip-Hop;;7.531;2023-12-10;0.0;0
False;제시는 그때 스무살이었다;;7.531;2023-12-14;0.0;0
False;仲肯;;6.311;2023-12-11;0.0;0
False;무빙 포 워드;;6.667;2023-12-13;0.0;0
False;Echoes of the Unknown;;6.417;2023-12-13;0.0;0
False;Culpable, ¿Yo?;;7.531;2023-12-16;8.0;1
False;Siempre Sale;;6.667;2023-12-13;0.0;0
False;Κουραμπιέδες από Χιόνι;;7.531;2023-12-14;2.0;1
False;Hotel de Memórias;;7.531;2023-12-18;0.0;0
False;ستين جنيه;;7.529;2023-12-14;0.0;0
False;CAKE;;5.714;2023-12-12;0.0;0
False;Gods of the Deep;;3.814;2023-12-04;0.0;0
False;Les Vengeances de Maître Poutifard;La sabrosa historia de un profesor jubilado que decide hacer pagar a sus antiguos alumnos por años de abucheos y humillaciones.;4.544;2023-06-28;5.571;21
False;Den første julen i Skomakergata;;5.337;2023-11-10;8.0;1
False;Bad Behaviour;;7.472;2023-11-02;6.5;2
False;Doctor Who: The Daleks in Colour;;5.488;2023-11-23;4.75;4
False;Christmas Keepsake;;7.461;2023-11-11;8.0;3
False;Lost Cos;;7.458;2023-12-08;0.0;0
False;Remember Me 2: Forget Me Not;;7.094;2023-11-11;0.0;0
False;Our Christmas Mural;;7.448;2023-11-26;7.0;6
False;Schlitter;;7.44;2023-12-01;4.0;3
False;Nick Mullen: The Year of the Dragon;;5.228;2023-12-03;6.0;1
False;Sur l’Adamant;;5.527;2023-03-22;6.8;22
False;Sobre todo de noche;Esta es la historia del encuentro de dos mujeres de cincuenta años a orillas del río Duero. Una película de cine negro con tres muertes, dos robos y una huída. Cuando Vera (Lola Dueñas) era joven, no pudo hacerse cargo de su hijo y tuvo que darlo en adopción. Cuando Cora (Ana Torrent) era joven, su médico le dijo que no podría tener hijos y que sólo adoptando podría formar una familia. Ambas comparten esa experiencia de haber sido madres de un niño llamado Egoz (Manuel Egozkue). Ahora, nuestras dos protagonistas se reencuentran en Portugal para repasar la historia de sus vidas y reescribir sus destinos.;6.054;2023-12-01;8.0;1
False;The Great Turkey Town Miracle;;6.325;2023-11-10;0.0;0
False;Mistletoe Connection;;7.395;2023-11-26;8.3;3
False;Latido;;7.253;2023-12-07;0.0;0
False;078;;5.072;2023-12-11;10.0;1
False;映画プリキュアオールスターズ F;;4.058;2023-09-15;8.5;2
False;Les 20 chansons de Florent Pagny préférées des Français;;4.747;2023-12-07;0.0;0
False;Juliette Armanet - Soirée de Poche;;4.789;2023-12-11;0.0;0
False;The Uno Killer;;5.288;2023-12-11;0.0;0
False;Bonnie;"El nombre de Bonnie Timmermann aparece en los créditos de las películas más importantes de las últimas décadas y, sin embargo, siempre ha pasado desapercibido para la mayoría. Si decimos que es la persona que descubrió e impulsó la carrera de medio Hollywood, de repente, necesitamos conocer toda su historia.  ""Bonnie. La cazatalentos de Hollywood"" rinde homenaje a la legendaria directora de casting Bonnie Timmermann. Es ella la que, por fin, se pone bajo los focos y nos cuenta cómo se hace una película y qué es necesario para ser actor. La acompañan estrellas como Liam Neeson, Sigourney Weaver o Steve Buscemi y un material inédito muy especial: las primeras audiciones de los actores más importantes de los últimos tiempos y castings de películas que han pasado ya a formar parte del imaginario colectivo como ""Dirty Dancing"".";7.082;2022-11-12;0.0;0
False;The Making of Priscilla;;7.166;2023-11-16;0.0;0
False;Temple of Film: 100 Years of the Egyptian Theatre;Guillermo del Toro, Rian Johnson y otras personalidades del cine repasan la historia del Egyptian Theatre de Los Ángeles ahora que va a recuperar su antiguo esplendor.;7.304;2023-11-09;6.6;9
False;Temple of Film: 100 Years of the Egyptian Theatre;Guillermo del Toro, Rian Johnson y otras personalidades del cine repasan la historia del Egyptian Theatre de Los Ángeles ahora que va a recuperar su antiguo esplendor.;7.304;2023-11-09;6.6;9
False;ฮีโร่ต้มแซ่บ;;7.302;2023-11-30;7.0;1
False;বনবিবি;;3.707;2023-12-08;0.0;0
False;窓ぎわのトットちゃん;;7.249;2023-12-08;0.0;0
False;Céline : Le Silence;;7.239;2023-12-08;8.0;1
False;The Exorcist Untold;;5.28;2023-12-11;0.0;0
False;キリエのうた;;3.664;2023-10-13;8.0;3
False;Strade perdute - Filmmaker 23;;3.086;2023-11-20;0.0;0
False;Gangs of Godavari;;6.199;2023-12-08;0.0;0
False;Il était une fois Disney & la France;;4.445;2023-12-08;0.0;0
False;Christmas on the Alpaca Farm;;3.127;2023-11-13;7.0;1
False;The Company We Keep;;7.179;2023-12-09;0.0;0
False;Deserter;;4.811;2023-12-10;0.0;0
False;Dark Tunnel Bluff;;4.023;2023-12-11;0.0;0
False;Sparkling: The Story Of Champagne;;3.072;2021-06-25;9.0;1
False;Monsternado;;7.167;2023-11-14;5.5;2
False;Raumpatrouille Orion - Rücksturz ins Kino;;3.789;2003-07-24;5.4;9
False;Break In;;4.952;2023-11-17;2.0;1
False;No Way Through;;3.94;2023-12-08;0.0;0
False;Comme par magie;;7.136;2023-11-15;8.2;3
False;热搜;;6.227;2023-11-30;5.0;2
False;照明商店;;3.687;2023-12-08;0.0;0
False;ഷഹറസാദ്;;4.516;2023-12-11;0.0;0
False;Monica;;7.076;2023-05-12;5.8;10
False;異次元フェスアイドルマスター★♥ラブライブ！歌合戦 Another Dimension Fes IDOLM@STER★♥Love Live! Song Battle;;4.204;2023-12-09;0.0;0
False;Savvusanna sõsarad;;7.014;2023-03-21;8.389;8
False;手;Hong Kong, 1963. Un joven sastre se enamora de la seductora Srta. Hua (Gong Li) la primera vez que toma las medidas de su sensual cuerpo. A lo largo de los años, el sastre permanece leal a ese amor sin esperanza. Mientras tanto la Srta. Hua se enfrenta a tiempos difíciles.;3.005;2021-05-20;7.3;18
False;شماريخ;;7.008;2023-12-07;0.0;0
False;Last Dance !;Germain, un jubilado, se queda viudo inesperadamente a los 75 años. Ni siquiera tiene tiempo para recuperar el aliento antes de que su familia interfiera en su vida diaria: visitas y llamadas constantes, comidas preestablecidas... Su vida se vuelve cronometrada como un reloj suizo. Pero la mente de Germain está en otra parte. Honrando una promesa hecha a su esposa, se ve impulsado a la creación de danza contemporánea.;6.401;2023-02-01;6.3;3
False;Greggs: What's Really in It?;;5.004;2023-12-06;0.0;0
False;El favor;Los Gallardo son una familia rica y respetada que veranea en una preciosa masía cuidada hasta el más mínimo detalle por Amparito, la queridísima Tata, que, para los tres hijos de la familia, Teresa, Benja y Aura, ha sido como una segunda madre. Cuando reciben la triste noticia de su muerte, los tres hermanos viajan al pueblo para darle el último adiós y reencontrarse con Tomás, único hijo de la difunta. Lo que no esperaban es que la última voluntad de Amparito fuese ser enterrada en el panteón familiar. Los Gallardo lo tienen claro: ¡ni de broma! Tras negarse a cumplir este favor, reciben el legado de Amparito: unas cartas en las que la familia no encontrará una amable despedida, sino una venganza en forma de trapos sucios y verdades hirientes que harán que todo salte por los aires. ¡La madre que parió a la Tata!;6.994;2023-11-10;6.2;2
False;DIABLO;;5.0;2023-12-11;0.0;0
False;The Complete Taylor Swift Story;;4.47;2023-12-01;0.0;0
False;Look At Me Touch Me Kiss Me;;2.959;2023-02-03;0.0;0
False;Un novio para mi mujer;Diego quiere divorciarse de Lucía, pero no sabe cómo decírselo. Sin poder decírselo a la cara, recurre a Cuervo Flores, un famoso seductor que intentará enamorar a Lucía para que sea ella quien ponga fin a su matrimonio.;6.725;2022-07-22;6.1;40
False;Los Ángeles Azules | Cumbia Sinfónica Para el Corazón;;4.445;2023-12-07;0.0;0
False;Yoshiki: Under the Sky;;6.86;2023-09-08;0.0;0
False;Dysmetropsia;;4.485;2023-12-11;0.0;0
False;Glory to the Heroes;;5.406;2023-12-08;0.0;0
False;Cravings Crumble;;4.266;2023-12-11;10.0;1
False;Kronik Puriwicara;;4.425;2023-12-09;0.0;0
False;Sea Monsters 3;;6.183;2023-12-09;0.0;0
False;أنا مش السبب يا مريم;;3.925;2023-12-09;0.0;0
False;Dalva;Aunque Dalva tiene 12 años, se viste, se maquilla y vive como una mujer. Una noche, de repente se la llevan de la casa familiar. Atónita e indignada al principio, luego conoce a Jayden, un trabajador social, y a Samia, una adolescente con mal genio. Una nueva vida parece comenzar para Dalva, la de una niña de su edad.;4.839;2023-03-22;7.3;43
False;CBeebies Panto: Robin Hood;;6.797;2023-12-01;0.0;0
False;L'Abbé Pierre - Une vie de combats;Cuenta la historia de Henri Grouès. Nacido y criado como católico, está decidido a convertirse en sacerdote. Sin embargo, al comenzar la Segunda Guerra Mundial, se une a la Resistencia. Perdiendo a un amigo en el campo de batalla y enfrentando los horrores de la guerra pero con la belleza y la fuerza de la hermandad, Henri emerge como un hombre nuevo: Abbé Pierre, que luchará por las personas sin hogar y dará voz a aquellos que no tienen durante el resto de sus días.;6.794;2023-11-08;6.613;31
False;Zeevonk;;6.793;2023-03-29;7.0;1
False;Bruntday 2023;;3.771;2023-12-10;0.0;0
False;Sapiens;;3.981;2023-12-11;0.0;0
False;Paris Christmas Waltz;;6.775;2023-11-19;8.167;6
False;Café da Manhã;;6.422;2023-12-09;0.0;0
False;Werner Herzog - Radical Dreamer;;4.081;2022-10-27;8.5;2
False;War On Terror: KL Anarki;;5.792;2023-11-23;0.0;0
False;Paul Mirabel : Zèbre;;6.749;2023-12-01;5.2;5
False;The Great Heisman Race of 1997;;6.419;2023-12-09;0.0;0
False;Young Again;;6.741;2023-12-01;0.0;0
False;How I Learned to Fly;;5.698;2023-12-01;0.0;0
False;Le grand chariot;;5.348;2023-03-08;5.5;2
False;ปล้นทะลุไมล์;;6.714;2023-11-09;8.0;2
False;Una noche con Adela;Adela, una barrendera del turno de noche en la ciudad de Madrid, es una persona vacía, triste y perturbada. Esta noche, cuando acabe su turno de trabajo, ajustará cuentas con quienes considera culpables de convertirla en lo que es, una ruina humana.;6.195;2023-12-01;0.0;0
False;Holiday Road;;6.684;2023-11-24;9.3;3
False;Betty & Blue;;6.679;2023-11-23;0.0;0
False;Zakir Khan: Mann Pasand;;3.954;2023-12-07;10.0;1
False;Samsara;En los templos budistas de Luang Prabang conviven decenas de adolescentes. Uno de estos chicos lee el Bardo Thödol a una anciana, un texto que debe leerse a las personas antes de fallecer, pues sirve como guía para orientarse en el más allá. La anciana fallece y acompañamos a su espíritu por una travesía sensorial hasta reencarnarse en su siguiente cuerpo: un cabrito de un pueblo costero de Tanzania, donde crecerá acompañado de una familia de pescadores.;6.671;2023-12-01;0.0;0
False;市子;;6.391;2023-12-08;0.0;0
False;Holiday Hotline;;6.65;2023-11-19;7.111;9
False;بہشتِ زینب;;4.231;2023-12-11;0.0;0
False;暗杀风暴;;3.362;2023-08-18;6.1;8
False;O Menor Paraquedas do Mundo;;4.713;2023-12-11;0.0;0
False;4 de Novembro: Fluminense, Vitória e Glória Eterna;;3.715;2023-12-04;0.0;0
False;Navigating Christmas;;6.584;2023-11-17;7.5;8
False;Ronnie O'Sullivan: The Edge of Everything;;5.769;2023-11-21;8.5;2
False;Quintessential Boredom;;5.997;2023-12-10;0.0;0
False;Anselm – Das Rauschen der Zeit;;6.532;2023-10-12;7.4;10
False;Ohh.. Cinderella;;4.658;2023-12-07;0.0;0
False;Laughing All the Way;;6.525;2023-11-26;6.0;1
False;White Space Station;;6.492;2023-12-10;0.0;0
False;Three Mirrors Creature's Flashes of Flesh;;6.507;2023-12-09;0.0;0
